Order,Name,Khmer,Geocode,number of Villages,District,Province,Latitude,Longitude
529,Samlanh,សំឡាញ,70110,7,Angkor Chey,Kampot ,10.8702524,104.6474939
530,Tani,តានី,70111,8,Banteay Meas,Kampot ,10.6662675,104.562614
531,Banteay Meas Khang Kaeut,បន្ទាយមាសខាងកើត,70201,9,Banteay Meas,Kampot ,10.6662675,104.562614
532,Banteay Meas Khang lech,បន្ទាយមាសខាងលិច,70202,5,Banteay Meas,Kampot ,10.6306337,104.629536
533,Prey Tonle,ព្រៃទន្លេ,70203,6,Banteay Meas,Kampot ,10.5468098,104.628729
534,Samraong Kraom,សំរោងក្រោម,70204,5,Banteay Meas,Kampot ,10.6928341,104.5699143
535,Samraong Leu,សំរោងលើ,70205,4,Banteay Meas,Kampot ,10.7339911,104.5947822
536,Sdach Kong Khang Cheung,ស្ដេចគង់ខាងជើង,70206,5,Banteay Meas,Kampot ,10.6025284,104.577181
537,Sdach Kong Khang lech,ស្ដេចគង់ខាងលិច,70207,4,Banteay Meas,Kampot ,10.6359773,104.5374459
538,Sdach Kong Khang Tboung,ស្ដេចគង់ខាងត្បូង,70208,8,Banteay Meas,Kampot ,10.5840083,104.5592681
539,Tnoat Chong Srang,ត្នោតចុងស្រង់,70209,5,Banteay Meas,Kampot ,10.5890204,104.6902749
540,Trapeang Sala Khang Kaeut,ត្រពាំងសាលាខាងកើត,70210,5,Banteay Meas,Kampot ,10.7044991,104.6238894
541,Trapeang Sala Khang Lech,ត្រពាំងសាលាខាងលិច,70211,6,Banteay Meas,Kampot ,10.7168423,104.5974927
542,Tuk Meas Khang Kaeut,ទូកមាសខាងកើត,70212,8,Banteay Meas,Kampot ,10.6491136,104.610701
543,Tuk Meas Khang Lech,ទូកមាសខាងលិច,70213,5,Banteay Meas,Kampot ,10.6568164,104.5511617
544,Voat Angk Khang Cheung,វត្ដអង្គខាងជើង,70214,5,Banteay Meas,Kampot ,10.7531241,104.5247463
545,Voat Angk Khang Tboung,វត្ដអង្គខាងត្បូង,70215,5,Chhuk,Kampot ,10.7078208,104.5373652
546,Baniev,បានៀវ,70301,12,Chhuk,Kampot ,10.7860473,104.4834576
547,Takaen,តាកែន,70302,4,Chhuk,Kampot ,10.9312349,104.3028683
548,Boeng Nimol,បឹងនិមល,70303,4,Chhuk,Kampot ,10.8096022,104.4158446
549,Chhuk,ឈូក,70304,5,Chhuk,Kampot ,10.8359733,104.4577732
550,Doun Yay,ដូនយ៉យ,70305,5,Chhuk,Kampot ,10.7861134,104.4484444
551,Krang Sbov,ក្រាំងស្បូវ,70306,6,Chhuk,Kampot ,10.7984279,104.5133488
552,Krang Snay,ក្រាំងស្នាយ,70307,5,Chhuk,Kampot ,10.8549452,104.4896537
553,Lbaeuk,ល្បើក,70308,6,Chhuk,Kampot ,10.803637,104.3073463
554,Trapeang Phleang,ត្រពាំងភ្លាំង,70309,5,Chhuk,Kampot ,10.8512661,104.2495206
555,Mean Chey,មានជ័យ,70310,4,Chhuk,Kampot ,10.8431055,104.5416595
556,Neareay,នារាយណ៍,70311,4,Chhuk,Kampot ,10.8779793,104.530545
557,Satv Pong,សត្វពង,70312,4,Chhuk,Kampot ,10.8223695,104.4548621
558,Trapeang Bei,ត្រពាំងបី,70313,5,Chhuk,Kampot ,10.7903621,104.3540552
559,Tramaeng,ត្រមែង,70314,6,Chhuk,Kampot ,10.8434556,104.5087408
560,Dechou Akphivoadth,តេជោអភិវឌ្ឍន៍,70315,5,Chum Kiri,Kampot ,10.9256457,104.4228427
561,Chres,ច្រេស,70401,8,Chum Kiri,Kampot ,10.897679,104.4898001
562,Chumpu Voan,ជំពូវន្ដ,70402,5,Chum Kiri,Kampot ,10.9003413,104.4117102
563,Snay Anhchit,ស្នាយអញ្ជិត,70403,5,Chum Kiri,Kampot ,10.9491419,104.4321705
564,Srae Chaeng,ស្រែចែង,70404,6,Chum Kiri,Kampot ,11.023506,104.4386729
565,Srae Knong,ស្រែក្នុង,70405,5,Chum Kiri,Kampot ,10.9715713,104.4724243
566,Srae Samraong,ស្រែសំរោង,70406,5,Chum Kiri,Kampot ,10.9318503,104.4650531
567,Trapeang Reang,ត្រពាំងរាំង,70407,5,Dang Tong,Kampot ,10.9249624,104.4010296
568,Damnak Sokram,ដំណាក់សុក្រំ,70501,11,Dang Tong,Kampot ,10.7574491,104.4492317
569,Dang Tong,ដងទង់,70502,5,Dang Tong,Kampot ,10.7046815,104.4461288
570,Khcheay Khang Cheung,ឃ្ជាយខាងជើង,70503,4,Dang Tong,Kampot ,10.7046815,104.4461288
571,Khcheay Khang Tboung,ខ្ជាយខាងត្បូង,70504,4,Dang Tong,Kampot ,10.6410303,104.4792653
572,Mean Ritth,មានរិទ្ធិ,70505,4,Dang Tong,Kampot ,10.6964709,104.3868601
573,Srae Chea Khang Cheung,ស្រែជាខាងជើង,70506,3,Dang Tong,Kampot ,10.6796295,104.4186874
574,Srae Chea Khang Tboung,ស្រែជាខាងត្បូង,70507,9,Dang Tong,Kampot ,10.6592898,104.3973228
575,Totung,ទទុង,70508,5,Dang Tong,Kampot ,10.7243245,104.4999626
576,Angk Romeas,អង្គ រមាស,70509,4,Dang Tong,Kampot ,10.7720028,104.3933787
577,L'ang,ល្អាង,70510,4,Kampong Trach,Kampot ,10.5569407,104.4679629
578,Boeng Sala Khang Cheung,បឹងសាលាខាងជើង,70601,4,Kampong Trach,Kampot ,10.5341096,104.5076282
579,Boeng Sala Khang Tboung,បឹងសាលាខាងត្បូង,70602,4,Kampong Trach,Kampot ,10.4827786,104.5097858
580,Damnak Kantuot Khang Cheung,ដំណាក់កន្ទួតខាងជើង,70603,5,Kampong Trach,Kampot ,10.5950318,104.485605
581,Damnak Kantuot Khang Tboung,ដំណាក់កន្ទួតខាងត្បូង,70604,4,Kampong Trach,Kampot ,10.5971259,104.4559779
582,Kampong Trach Khang Kaeut,កំពង់ត្រាចខាងកើត,70605,7,Kampong Trach,Kampot ,10.5576406,104.4730888
583,Kampong Trach Khang Lech,កំពង់ត្រាចខាងលិច,70606,3,Kampong Trach,Kampot ,10.5425889,104.4090512
584,Prasat Phnom Khyang,ប្រាសាទភ្នំខ្យង,70607,7,Kampong Trach,Kampot ,10.5958225,104.5220976
585,Phnom Prasat,ភ្នំប្រាសាទ,70608,6,Kampong Trach,Kampot ,10.5486084,104.5303573
586,Ang Sophy,អង្គសុរភី,70609,7,Kampong Trach,Kampot ,10.5694871,104.5032219
587,Preaek Kroes,ព្រែកក្រឹស,70612,4,Kampong Trach,Kampot ,10.5238606,104.578359
588,Ruessei Srok Khang Kaeut,ឫស្សីស្រុកខាងកើត,70613,6,Kampong Trach,Kampot ,10.4687223,104.4892533
589,Ruessei Srok Khang Lech,ឫស្សីស្រុកខាងលិច,70614,4,Kampong Trach,Kampot ,10.4460283,104.4389477
590,Svay Tong Khang Cheung,ស្វាយទងខាងជើង,70615,5,Kampong Trach,Kampot ,10.5065471,104.4281801
591,Svay Tong Khang Tboung,ស្វាយទងខាងត្បូង,70616,4,Tuek Chhou,Kampot ,10.4748118,104.4282334
592,Chum Kriel,ជុំគ្រៀល,70702,5,Tuek Chhou,Kampot ,10.5915861,104.222154
593,Kampong Kraeng,កំពង់ក្រែង,70703,3,Tuek Chhou,Kampot ,10.6406942,104.1743516
594,Kampong Samraong,កំពង់សំរោង,70704,5,Tuek Chhou,Kampot ,10.6276602,104.2134347
595,Kandaol,កណ្ដោល,70705,4,Tuek Chhou,Kampot ,10.6594549,104.2977433
596,Koun Satv,កូនសត្វ,70708,3,Tuek Chhou,Kampot ,10.5953414,104.3105107
597,Makprang,ម៉ាក់ប្រាង្គ,70709,4,Tuek Chhou,Kampot ,10.6738647,104.1403895
598,Prey Khmum,ព្រៃឃ្មុំ,70712,5,Tuek Chhou,Kampot ,10.6577956,104.2008382
599,Prey Thnang,ព្រៃថ្នង,70713,5,Tuek Chhou,Kampot ,10.7019777,104.2688058
600,Stueng Kaev,ស្ទឹងកែវ,70715,6,Tuek Chhou,Kampot ,10.7643831,104.1729399
601,Thmei,ថ្មី,70716,4,Tuek Chhou,Kampot ,10.7420666,104.22914
602,Trapeang Pring,ត្រពាំងព្រីង,70717,3,Tuek Chhou,Kampot ,10.6317411,104.3035595
603,Trapeang Sangkae,ត្រពាំងសង្កែ,70718,4,Tuek Chhou,Kampot ,10.6014943,104.245408
604,Trapeang Thum,ត្រពាំងធំ,70719,2,Kampot,Kampot ,10.6164049,104.1998322
605,Kampong Kandal,កំពង់កណ្ដាល,70801,2,Kampot,Kampot ,10.5942421,104.1640355
606,Krang Ampil,ក្រាំងអំពិល,70802,2,Kampot,Kampot ,10.6136396,104.1828648
607,Kampong Bay,កំពង់បាយ,70803,5,Kampot,Kampot ,10.6140375,104.1757898
608,Andoung Khmer,អណ្ដូងខ្មែរ,70804,4,Kampot,Kampot ,10.605796,104.1714026
609,Traeuy Kaoh,ត្រើយកោះ,70805,3,Bokor,Kampot ,10.571232,104.1872801
610,Boeng Tuk,បឹងទូក,70901,4,Bokor,Kampot ,10.6224876,104.0268286
611,Kaoh Touch,កោះតូច,70902,4,Bokor,Kampot ,10.6224876,104.0268286
612,Preaek Tnoat,ព្រែកត្នោត,70903,9,Kandal Stueng,Kandal ,11.4129466,104.8250329
613,Ampov Prey,អំពៅព្រៃ,80101,6,Kandal Stueng,Kandal ,11.3834721,104.8936276
614,Anlong Romiet,អន្លង់រមៀត,80102,7,Kandal Stueng,Kandal ,11.4268166,104.7971422
615,Barku,បារគូ,80103,6,Kandal Stueng,Kandal ,11.4213693,104.8183187
616,Boeng Khyang,បឹងខ្យាង,80104,6,Kandal Stueng,Kandal ,11.3652017,104.8742007
617,Cheung Kaeub,ជើងកើប,80105,14,Kandal Stueng,Kandal ,11.4277915,104.8871852
618,Daeum Rues,ដើមឫស,80106,7,Kandal Stueng,Kandal ,11.4310321,104.7776218
619,Kandaok,កណ្ដោក,80107,5,Kandal Stueng,Kandal ,11.4015431,104.9045064
620,Thmei,ថ្មី,80108,9,Kandal Stueng,Kandal ,11.3914375,104.8111173
621,Kouk Trab,គោកត្រប់,80109,5,Kandal Stueng,Kandal ,11.401015,104.8403161
622,Preah Putth,ព្រះពុទ្ធ,80113,4,Kandal Stueng,Kandal ,11.4274182,104.8460346
623,Preaek Roka,ព្រែករកា,80115,4,Kandal Stueng,Kandal ,11.3563662,104.8499474
624,Preaek Slaeng,ព្រែកស្លែង,80116,7,Kandal Stueng,Kandal ,11.367044,104.88839
625,Roka,រកា,80117,11,Kandal Stueng,Kandal ,11.4430941,104.7120539
626,Roleang Kaen,រលាំងកែន,80118,6,Kandal Stueng,Kandal ,11.4507163,104.6754851
627,Siem Reap,សៀមរាប,80122,7,Kandal Stueng,Kandal ,11.4012453,104.8638561
628,Tbaeng,ត្បែង,80125,5,Kandal Stueng,Kandal ,11.3555327,104.7717454
629,Trapeang Veaeng,ត្រពាំងវែង,80127,9,Kandal Stueng,Kandal ,11.3998449,104.7945647
630,Trea,ទ្រា,80128,6,Kien Svay,Kandal ,11.5102843,105.0513578
631,Banteay Daek,បន្ទាយដែក,80201,8,Kien Svay,Kandal ,11.4325951,105.1375908
632,Chheu Teal,ឈើទាល,80202,10,Kien Svay,Kandal ,11.4594002,105.0479297
633,Dei Edth,ដីឥដ្ឋ,80203,6,Kien Svay,Kandal ,11.5102843,105.0513578
634,Kampong Svay,កំពង់ស្វាយ,80204,12,Kien Svay,Kandal ,11.4242235,105.0544472
635,Kokir,គគីរ,80206,7,Kien Svay,Kandal ,11.5102843,105.0513578
636,Kokir Thum,គគីរធំ,80207,5,Kien Svay,Kandal ,11.3326351,105.2412999
637,Phum Thum,ភូមិធំ,80208,13,Kien Svay,Kandal ,11.513968,105.0338245
638,Samraong Thum,សំរោងធំ,80211,6,Khsach Kandal,Kandal ,11.7516109,105.0119105
639,Chey Thum,ជ័យធំ,80302,3,Khsach Kandal,Kandal ,11.7516109,105.0119105
640,Kampong Chamlang,កំពង់ចំលង,80303,4,Khsach Kandal,Kandal ,11.753515,105.0005647
641,Kaoh Chouram,កោះចូរ៉ាម,80304,4,Khsach Kandal,Kandal ,11.8257358,105.0102787
642,Preah Prasab,ព្រះប្រសប់,80306,10,Khsach Kandal,Kandal ,11.7743627,105.023415
643,Preaek Ta Meak,ព្រែកតាមាក់,80310,6,Khsach Kandal,Kandal ,11.7441901,105.0129358
644,Puk Ruessei,ពុកឫស្សី,80311,5,Khsach Kandal,Kandal ,11.7067234,104.9748205
645,Roka Chonlueng,រកាជន្លឹង,80312,6,Khsach Kandal,Kandal ,11.74404,105.0850027
646,Sanlung,សន្លុង,80313,6,Khsach Kandal,Kandal ,11.6880824,105.0673048
647,Sithor,ស៊ីធរ,80314,6,Khsach Kandal,Kandal ,11.7516109,105.0119105
648,Svay Romiet,ស្វាយរមៀត,80316,3,Khsach Kandal,Kandal ,11.7925818,105.0187226
649,Ta Aek,តាឯក,80317,8,Khsach Kandal,Kandal ,11.8338304,105.0254857
650,Vihear Suork,វិហារសួគ៌,80318,12,Kaoh Thum,Kandal ,11.1268071,105.0572027
651,Kampong Kong,កំពង់កុង,80403,7,Kaoh Thum,Kandal ,11.1428101,105.0773979
652,Kaoh Thum Ka,កោះធំ ‹ក›,80404,5,Kaoh Thum,Kandal ,11.1268071,105.0572027
653,Kaoh Thum Kha,កោះធំ ‹ខ›,80405,15,Kaoh Thum,Kandal ,11.1837717,105.058078
654,Leuk Daek,លើកដែក,80407,9,Kaoh Thum,Kandal ,11.1268071,105.0572027
655,Pouthi Ban,ពោធិ៍បាន,80408,12,Kaoh Thum,Kandal ,11.2123468,105.0962018
656,Preaek Thmei,ព្រែកថ្មី,80411,4,Leuk Daek,Kandal ,11.1771679,105.2282571
657,Kampong Phnum,កំពង់ភ្នំ,80501,3,Leuk Daek,Kandal ,11.1771679,105.2282571
658,K'am Samnar,ក្អមសំណរ,80502,3,Leuk Daek,Kandal ,10.9565494,105.1779134
659,Khpob Ateav,ខ្ពបអាទាវ,80503,4,Leuk Daek,Kandal ,11.0702211,105.1898013
660,Peam Reang,ពាមរាំង,80504,4,Leuk Daek,Kandal ,11.1059269,105.2004506
661,Preaek Dach,ព្រែកដាច់,80505,4,Leuk Daek,Kandal ,11.1771679,105.2282571
662,Preaek Tonloab,ព្រែកទន្លាប់,80506,3,Leuk Daek,Kandal ,11.2421236,105.2704082
663,Sandar,សណ្ដារ,80507,2,Lvea Aem,Kandal ,11.5453563,105.0411298
664,Boeng Krum,បឹងគ្រំ,80603,2,Lvea Aem,Kandal ,11.5453563,105.0411298
665,Kaoh Kaev,កោះកែវ,80604,2,Lvea Aem,Kandal ,11.5453563,105.0411298
666,Kaoh Reah,កោះរះ,80605,3,Lvea Aem,Kandal ,11.5314787,105.0815517
667,Lvea Sar,ល្វាសរ,80606,2,Lvea Aem,Kandal ,11.4547428,105.1809925
668,Phum Thum,ភូមិធំ,80608,3,Lvea Aem,Kandal ,11.522162,105.1142011
669,Preaek Rey,ព្រែករៃ,80610,5,Lvea Aem,Kandal ,11.5526875,105.1295625
670,Preaek Ruessei,ព្រែកឫស្សី,80611,3,Lvea Aem,Kandal ,11.4517474,105.2528317
671,Sambuor,សំបួរ,80612,2,Lvea Aem,Kandal ,11.4302867,105.243366
672,Thma Kor,ថ្មគរ,80614,3,Lvea Aem,Kandal ,11.5453563,105.0411298
673,Tuek Khleang,ទឹកឃ្លាំង,80615,7,Mukh Kampul,Kandal ,11.7368666,104.9768543
674,Preaek Anhchanh,ព្រែកអញ្ចាញ,80703,5,Mukh Kampul,Kandal ,11.7346946,104.9739522
675,Preaek Dambang,ព្រែកដំបង,80704,4,Mukh Kampul,Kandal ,11.8111009,104.9743367
676,Roka Kong Ti Muoy,រកាកោង ទី ១,80707,4,Mukh Kampul,Kandal ,11.8480085,104.9957691
677,Roka Kong Ti Pir,រកាកោង ទី ២,80708,7,Mukh Kampul,Kandal ,11.8480085,104.9957691
678,Ruessei Chrouy,ឫស្សីជ្រោយ,80709,7,Mukh Kampul,Kandal ,11.7808943,105.0102164
679,Sambuor Meas,សំបួរមាស,80710,5,Mukh Kampul,Kandal ,11.7216269,104.9100611
680,Svay Ampear,ស្វាយអំពារ,80711,21,Angk Snuol,Kandal ,11.4470619,104.7050665
681,Baek Chan,បែកចាន,80801,10,Angk Snuol,Kandal ,11.5083822,104.7156373
682,Chhak Chheu Neang,ឆក់ឈើនាង,80803,10,Angk Snuol,Kandal ,11.5400061,104.7378525
683,Damnak Ampil,ដំណាក់អំពិល,80804,15,Angk Snuol,Kandal ,11.5152786,104.6755449
684,Krang Mkak,ក្រាំងម្កាក់,80807,20,Angk Snuol,Kandal ,11.4916211,104.7324063
685,Lumhach,លំហាច,80808,29,Angk Snuol,Kandal ,11.467893,104.6828337
686,Mkak,ម្កាក់,80809,19,Angk Snuol,Kandal ,11.5083822,104.7156373
687,Peuk,ពើក,80811,23,Angk Snuol,Kandal ,11.502646,104.70616
688,Prey Puoch,ព្រៃពួច,80813,28,Angk Snuol,Kandal ,11.5083822,104.7156373
689,Samraong Leu,សំរោងលើ,80814,25,Angk Snuol,Kandal ,11.5614558,104.7014745
690,Tuol Prech,ទួលព្រេជ,80816,16,Ponhea Lueu,Kandal ,11.7872229,104.8211423
691,Chhveang,ឈ្វាំង,80901,15,Ponhea Lueu,Kandal ,11.7502991,104.7754307
692,Chrey Loas,ជ្រៃលាស់,80902,8,Ponhea Lueu,Kandal ,11.7502991,104.7754307
693,Kampong Luong,កំពង់ហ្លួង,80903,5,Ponhea Lueu,Kandal ,11.8285625,104.7964474
694,Kampong Os,កំពង់អុស,80904,11,Ponhea Lueu,Kandal ,11.7802946,104.8527402
695,Kaoh Chen,កោះចិន,80905,22,Ponhea Lueu,Kandal ,11.8345422,104.8075959
696,Phnum Bat,ភ្នំបាត,80906,3,Ponhea Lueu,Kandal ,11.7667749,104.7822058
697,Ponhea Lueu,ពញាឮ,80907,3,Ponhea Lueu,Kandal ,11.7872229,104.8211423
698,Preaek Ta Teaen,ព្រែកតាទែន,80910,10,Ponhea Lueu,Kandal ,11.7173303,104.8367401
699,Phsar Daek,ផ្សារដែក,80911,19,Ponhea Lueu,Kandal ,11.8022363,104.7521218
700,Tumnob Thum,ទំនប់ធំ,80913,12,Ponhea Lueu,Kandal ,11.7246009,104.7295942
701,Vihear Luong,វិហារហ្លួង,80914,10,S'ang,Kandal ,11.3594531,105.0060673
702,Khpob,ខ្ពប,81001,6,S'ang,Kandal ,11.3594531,105.0060673
703,Kaoh Khael,កោះខែល,81003,8,S'ang,Kandal ,11.3594531,105.0060673
704,Kaoh Khsach Tonlea,កោះខ្សាច់ទន្លា,81004,19,S'ang,Kandal ,11.3103095,105.0498966
705,Krang Yov,ក្រាំងយ៉ូវ,81005,5,S'ang,Kandal ,11.2925233,104.9484481
706,Prasat,ប្រាសាទ,81006,16,S'ang,Kandal ,11.3594531,105.0060673
707,Preaek Ambel,ព្រែកអំបិល,81007,10,S'ang,Kandal ,11.3594531,105.0060673
708,Preaek Koy,ព្រែកគយ,81008,9,S'ang,Kandal ,11.3594531,105.0060673
709,S'ang Phnum,ស្អាងភ្នំ,81010,9,S'ang,Kandal ,11.3594625,105.0060781
710,Svay Prateal,ស្វាយប្រទាល,81012,9,S'ang,Kandal ,11.3594531,105.0060673
711,Ta Lon,តាលន់,81014,9,S'ang,Kandal ,11.3594531,105.0060673
712,Traeuy Sla,ត្រើយស្លា,81015,10,S'ang,Kandal ,11.3594531,105.0060673
713,Tuek Vil,ទឹកវិល,81016,4,Ta Khmau,Kandal ,11.4592378,104.9447261
714,Ta Kdol,តាក្ដុល,81101,5,Ta Khmau,Kandal ,11.468586,104.9242843
715,Prek Ruessey,ព្រែកឫស្សី,81102,6,Ta Khmau,Kandal ,11.4715306,104.9378177
716,Doeum Mien,ដើមមៀន,81103,11,Ta Khmau,Kandal ,11.3972883,105.0185736
717,Ta Khmao,តាខ្មៅ,81104,6,Ta Khmau,Kandal ,11.4798776,104.9461864
718,Prek Ho,ព្រែកហូរ,81105,6,Ta Khmau,Kandal ,11.4531924,104.9296561
719,Kampong Samnanh,កំពង់សំណាញ់,81106,6,Ta Khmau,Kandal ,11.4604168,104.9421504
720,Svay Rolum,ស្វាយរលំ,81107,4,Ta Khmau,Kandal ,11.4525873,104.9929208
721,Kaoh Anlong Chen,កោះអន្លង់ចិន,81108,4,Ta Khmau,Kandal ,11.4592378,104.9447261
722,Setbou,សិត្បូ,81109,7,Ta Khmau,Kandal ,11.415416,105.0391531
723,Roka Khpos,រកាខ្ពស់,81110,11,Sampeou Poun,Kandal ,10.9968832,105.044052
724,Chheu Kmau,ឈើខ្មៅ,81201,7,Sampeou Poun,Kandal ,11.053119,105.0756206
725,Preaek Chrey,ព្រែកជ្រៃ,81202,15,Sampeou Poun,Kandal ,10.9968832,105.044052
726,Preaek Sdei,ព្រែកស្ដី,81203,9,Sampeou Poun,Kandal ,10.9968832,105.044052
727,Chrouy Ta Kaev,ជ្រោយតាកែវ,81204,11,Sampeou Poun,Kandal ,10.9968832,105.044052
728,Sampeou Poun,សំពៅពូន,81205,4,Akreiy Ksatr,Kandal ,11.570049,104.9591576
729,Bak Dav,បាក់ដាវ,81301,5,Akreiy Ksatr,Kandal ,11.570049,104.9591576
730,Kaoh Oknha Tei,កោះឧកញ៉ាតី,81302,7,Akreiy Ksatr,Kandal ,11.570049,104.9591576
731,Preaek Ampil,ព្រែកអំពិល,81303,4,Akreiy Ksatr,Kandal ,11.570049,104.9591576
732,Preaek Luong,ព្រែកលួង,81304,3,Akreiy Ksatr,Kandal ,11.570049,104.9591576
733,Preaek Ta kov,ព្រែកតាកូវ,81305,3,Akreiy Ksatr,Kandal ,11.570049,104.9591576
734,Svay Chrum,ស្វាយជ្រំ,81306,4,Akreiy Ksatr,Kandal ,11.5808617,104.9549869
735,Akreiy Ksatr,អរិយក្សត្រ,81307,3,Akreiy Ksatr,Kandal ,11.5788241,104.9557397
736,Sarikakaev,សារិកាកែវ,81308,5,Akreiy Ksatr,Kandal ,11.570049,104.9591576
737,Peam Oknha Ong,ពាមឧកញ៉ាអុង,81309,2,Akreiy Ksatr,Kandal ,11.570049,104.9591576
738,Preaek Kmeng,ព្រែកក្មេង,81310,2,Akreiy Ksatr,Kandal ,11.570049,104.9591576
739,Barong,បារុង,81311,7,Botum Sakor,Koh Kong ,11.1883046,103.4685183
740,Andoung Tuek,អណ្ដូងទឹក,90101,5,Botum Sakor,Koh Kong ,11.1894913,103.472854
741,Kandaol,កណ្ដោល,90102,4,Botum Sakor,Koh Kong ,11.1883046,103.4685183
742,Ta Noun,តានូន,90103,5,Botum Sakor,Koh Kong ,10.9622477,103.251013
743,Thma Sa,ថ្មស,90104,3,Kiri Sakor,Koh Kong ,10.9432109,103.1005219
744,Kaoh Sdach,កោះស្ដេច,90201,3,Kiri Sakor,Koh Kong ,10.9360397,103.0745866
745,Phnhi Meas,ភ្ញីមាស,90202,3,Kiri Sakor,Koh Kong ,11.0751855,103.1509672
746,Preaek Khsach,ព្រែកខ្សាច់,90203,2,Koh Kong,Koh Kong ,11.2220723,103.1462592
747,Chrouy Pras,ជ្រោយប្រស់,90301,3,Koh Kong,Koh Kong ,11.3767147,103.1495056
748,Kaoh Kapi,កោះកាពិ,90302,2,Koh Kong,Koh Kong ,11.5126335,103.0272079
749,Ta Tai Kraom,តាតៃក្រោម,90303,4,Koh Kong,Koh Kong ,11.5392278,103.1652783
750,Trapeang Rung,ត្រពាំងរូង,90304,5,Khemara Phoumin,Koh Kong ,11.6028436,103.0241726
751,Smach Mean Chey,ស្មាច់មានជ័យ,90401,4,Khemara Phoumin,Koh Kong ,11.6153764,102.9836635
752,Dang Tong,ដងទង់,90402,2,Khemara Phoumin,Koh Kong ,11.6014846,102.9801661
753,Stueng Veaeng,ស្ទឹងវែង,90403,7,Mondol Seima,Koh Kong ,11.6229587,102.9493104
754,Pak Khlang,ប៉ាក់ខ្លង,90501,2,Mondol Seima,Koh Kong ,11.8141552,103.035694
755,Peam Krasaob,ពាមក្រសោប,90502,4,Mondol Seima,Koh Kong ,11.6229587,102.9493104
756,Tuol Kokir,ទួលគគីរ,90503,6,Srae Ambel,Koh Kong ,11.117586,103.7433983
757,Boeng Preav,បឹងព្រាវ,90601,6,Srae Ambel,Koh Kong ,11.0950493,103.7825065
758,Chi Kha Kraom,ជី ខ ក្រោម,90602,4,Srae Ambel,Koh Kong ,11.1324138,103.6015463
759,Chi kha Leu,ជី ខ លើ,90603,7,Srae Ambel,Koh Kong ,11.1776649,103.6683256
760,Chrouy Svay,ជ្រោយស្វាយ,90604,7,Srae Ambel,Koh Kong ,11.0308864,103.6722354
761,Dang Peaeng,ដងពែង,90605,7,Srae Ambel,Koh Kong ,11.4655178,103.8216261
762,Srae Ambel,ស្រែអំបិល,90606,3,Thma Bang,Koh Kong ,11.117586,103.7433983
763,Ta Tey Leu,តាទៃលើ,90701,4,Thma Bang,Koh Kong ,11.6779092,103.4453969
764,Pralay,ប្រឡាយ,90702,2,Thma Bang,Koh Kong ,11.6779092,103.4453969
765,Chumnoab,ជំនាប់,90703,2,Thma Bang,Koh Kong ,11.6779092,103.4453969
766,Ruessei Chrum,ឫស្សីជ្រុំ,90704,4,Thma Bang,Koh Kong ,11.6779092,103.4453969
767,Chi Phat,ជីផាត,90705,2,Thma Bang,Koh Kong ,11.320647,103.531211
768,Thma Doun Pov,ថ្មដូនពៅ,90706,6,Chhloung,Kratie ,12.2562914,105.9406128
769,Chhloung,ឆ្លូង,100101,11,Chhloung,Kratie ,12.2562914,105.9406128
770,Damrei Phong,ដំរីផុង,100102,4,Chhloung,Kratie ,12.2006895,106.1436793
771,Han Chey,ហាន់ជ័យ,100103,6,Chhloung,Kratie ,12.2289532,105.9462198
772,Kampong Damrei,កំពង់ដំរី,100104,5,Chhloung,Kratie ,12.0462451,106.1881101
773,Kanhchor,កញ្ជរ,100105,5,Chhloung,Kratie ,12.3234059,106.0479358
774,Khsach Andeth,ខ្សាច់អណ្ដែត,100106,5,Chhloung,Kratie ,12.2518546,105.852774
775,Pongro,ពង្រ,100107,8,Chhloung,Kratie ,12.2542404,105.9039003
776,Preaek Saman,ព្រែកសាម៉ាន់,100108,2,Kracheh,Kratie ,12.2648775,106.0757749
777,Kaoh Trong,កោះទ្រង់,100207,2,Kracheh,Kratie ,12.4944247,105.9964291
778,Krakor,ក្រគរ,100208,5,Kracheh,Kratie ,12.5108628,106.0158268
779,Kracheh,ក្រចេះ,100209,8,Kracheh,Kratie ,12.4896877,106.0287512
780,Ou Ruessei,អូរឫស្សី,100210,2,Kracheh,Kratie ,12.4968563,106.0381253
781,Roka Kandal,រកាកណ្ដាល,100211,7,Prek Prasab,Kratie ,12.3918511,105.993491
782,Chambâk,ចំបក់,100301,12,Prek Prasab,Kratie ,12.3556328,105.8221626
783,Chrouy Banteay,ជ្រោយបន្ទាយ,100302,4,Prek Prasab,Kratie ,12.6227119,105.8525154
784,Kampong Kor,កំពង់គរ,100303,3,Prek Prasab,Kratie ,12.2740907,105.9634553
785,Koh Ta Suy,កោះតាស៊ុយ,100304,13,Prek Prasab,Kratie ,12.2714775,105.9064832
786,Preaek Prasab,ព្រែកប្រសព្វ,100305,4,Prek Prasab,Kratie ,12.3918511,105.993491
787,Russey Keo,ឫស្សីកែវ,100306,11,Prek Prasab,Kratie ,12.2792387,105.7906868
788,Saob,សោប,100307,7,Prek Prasab,Kratie ,12.4863799,105.8994956
789,Ta Mao,តាម៉ៅ,100308,5,Sambour,Kratie ,12.7744233,105.9670501
790,Boeng Char,បឹងចារ,100401,7,Sambour,Kratie ,13.0033206,105.8290298
791,Kampong Cham,កំពង់ចាម,100402,5,Sambour,Kratie ,12.7744233,105.9670501
