Order,Name,Khmer,Geocode,number of Villages,District,Province,Latitude,Longitude
269,Dang Kdar,ដងក្ដារ,31503,10,Stueng Trang,Kampong Cham ,12.4018096,105.435566
270,Khpob Ta Nguon,ខ្ពបតាងួន,31504,6,Stueng Trang,Kampong Cham ,12.3581725,105.7152097
271,Me Sar Chrey,មេសរជ្រៃ,31505,5,Stueng Trang,Kampong Cham ,12.2994323,105.4191788
272,Ou Mlu,អូរម្លូ,31506,13,Stueng Trang,Kampong Cham ,12.4473057,105.5853196
273,Peam Kaoh Snar,ពាមកោះស្នា,31507,9,Stueng Trang,Kampong Cham ,12.3074503,105.6504051
274,Preah Andoung,ព្រះអណ្ដូង,31508,3,Stueng Trang,Kampong Cham ,12.2896281,105.6922417
275,Preaek Bak,ព្រែកបាក់,31509,5,Stueng Trang,Kampong Cham ,12.186105,105.5204805
276,Preak Kak,ព្រែកកក់,31510,24,Stueng Trang,Kampong Cham ,12.280098,105.516005
277,Soupheas,សូភាស,31512,7,Stueng Trang,Kampong Cham ,12.2713482,105.421302
278,Tuol Preah Khleang,ទួលព្រះឃ្លាំង,31513,7,Stueng Trang,Kampong Cham ,12.2245725,105.4653777
279,Tuol Sambuor,ទួលសំបួរ,31514,4,Stueng Trang,Kampong Cham ,12.4161553,105.6748673
280,Anhchanh Rung,អញ្ចាញរូង,40101,6,Baribour,Kampong Chhnang ,12.3369001,104.4141114
281,Chhnok Tru,ឆ្នុកទ្រូ,40102,3,Baribour,Kampong Chhnang ,12.4895048,104.4839765
282,Chak,ចក,40103,5,Baribour,Kampong Chhnang ,12.4526068,104.4432179
283,Khon Rang,ខុនរ៉ង,40104,10,Baribour,Kampong Chhnang ,12.4448071,104.4839765
284,Kampong Preah Kokir,កំពង់ព្រះគគីរ,40105,4,Baribour,Kampong Chhnang ,12.3873407,104.5517882
285,Melum,មេលំ,40106,5,Baribour,Kampong Chhnang ,12.3752709,104.5305715
286,Phsar,ផ្សារ,40107,7,Baribour,Kampong Chhnang ,12.4408016,104.4548621
287,Pech Changvar,ពេជចង្វារ,40108,6,Baribour,Kampong Chhnang ,12.4408016,104.4548621
288,Popel,ពពេល,40109,8,Baribour,Kampong Chhnang ,12.4266442,104.4508388
289,Ponley,ពន្លៃ,40110,6,Baribour,Kampong Chhnang ,12.4411446,104.4614123
290,Trapeang Chan,ត្រពាំងចាន់,40111,4,Baribour,Kampong Chhnang ,12.4725826,104.4097459
291,Chol Sar,ជលសា,40201,6,Chol Kiri,Kampong Chhnang ,12.1405093,104.8512993
292,Kaoh Thkov,កោះថ្កូវ,40202,10,Chol Kiri,Kampong Chhnang ,12.0691223,104.7807827
293,Kampong Ous,កំពង់អុស,40203,4,Chol Kiri,Kampong Chhnang ,12.2041109,104.7627522
294,Peam Chhkaok,ពាមឆ្កោក,40204,4,Chol Kiri,Kampong Chhnang ,12.2199876,104.8337504
295,Prey Kri,ព្រៃគ្រី,40205,5,Chol Kiri,Kampong Chhnang ,12.1529024,104.8727306
296,Phsar Chhnang,ផ្សារឆ្នាំង,40301,8,Kampong Chhnang,Kampong Chhnang ,12.2216894,104.6679484
297,Kampong Chhnang,កំពង់ឆ្នាំង,40302,6,Kampong Chhnang,Kampong Chhnang ,12.2613926,104.6762738
298,B'er,ប្អេរ,40303,4,Kampong Chhnang,Kampong Chhnang ,12.2542123,104.6589971
299,Khsam,ខ្សាម,40304,8,Kampong Chhnang,Kampong Chhnang ,12.2576722,104.6634467
300,Chranouk,ច្រណូក,40401,4,Kampong Leaeng,Kampong Chhnang ,12.4150306,104.7500912
301,Dar,ដារ,40402,5,Kampong Leaeng,Kampong Chhnang ,12.3536986,104.7973121
302,Kampong Hau,កំពង់ហៅ,40403,6,Kampong Leaeng,Kampong Chhnang ,12.2823292,104.6983767
303,Phlov Tuk,ផ្លូវទូក,40404,3,Kampong Leaeng,Kampong Chhnang ,12.5594156,104.6354631
304,Pou,ពោធិ៍,40405,6,Kampong Leaeng,Kampong Chhnang ,12.344254,104.7156373
305,Pralay Meas,ប្រឡាយមាស,40406,6,Kampong Leaeng,Kampong Chhnang ,12.43717,104.6238048
306,Samraong Saen,សំរោងសែន,40407,2,Kampong Leaeng,Kampong Chhnang ,12.3448061,104.8447323
307,Svay Rumpear,ស្វាយរំពារ,40408,5,Kampong Leaeng,Kampong Chhnang ,12.3270806,104.7907344
308,Trangel,ត្រងិល,40409,7,Kampong Leaeng,Kampong Chhnang ,12.2940989,104.7280316
309,Ampil Tuek,អំពិលទឹក,40501,11,Kampong Tralach,Kampong Chhnang ,11.980585,104.835317
310,Chhuk Sa,ឈូកស,40502,14,Kampong Tralach,Kampong Chhnang ,12.0138056,104.665659
311,Chres,ច្រេស,40503,14,Kampong Tralach,Kampong Chhnang ,11.9617887,104.7637619
312,Kampong Tralach,កំពង់ត្រឡាច,40504,7,Kampong Tralach,Kampong Chhnang ,11.9094136,104.7733866
313,Longveaek,លង្វែក,40505,8,Kampong Tralach,Kampong Chhnang ,11.8787179,104.7628503
314,Ou Ruessei,អូរឫស្សី,40506,8,Kampong Tralach,Kampong Chhnang ,11.935025,104.7151328
315,Peani,ពានី,40507,9,Kampong Tralach,Kampong Chhnang ,11.9210759,104.6937674
316,Saeb,សែប,40508,12,Kampong Tralach,Kampong Chhnang ,12.0577491,104.7265356
317,Ta Ches,តាជេស,40509,15,Kampong Tralach,Kampong Chhnang ,12.0147613,104.7732427
318,Thma Edth,ថ្មឥដ្ឋ,40510,5,Kampong Tralach,Kampong Chhnang ,11.970174,104.6602278
319,Andoung Snay,អណ្ដូងស្នាយ,40601,7,Rolea B'ier,Kampong Chhnang ,12.1536229,104.6508956
320,Banteay Preal,បន្ទាយព្រាល,40602,10,Rolea B'ier,Kampong Chhnang ,12.2702913,104.5495679
321,Cheung Kreav,ជើងគ្រាវ,40603,11,Rolea B'ier,Kampong Chhnang ,12.0931876,104.6415839
322,Chrey Bak,ជ្រៃបាក់,40604,16,Rolea B'ier,Kampong Chhnang ,12.2036834,104.6616973
323,Kouk Banteay,គោកបន្ទាយ,40605,8,Rolea B'ier,Kampong Chhnang ,12.1898452,104.6826514
324,Krang Leav,ក្រាំងលាវ,40606,8,Rolea B'ier,Kampong Chhnang ,12.2186946,104.5499132
325,Pongro,ពង្រ,40607,12,Rolea B'ier,Kampong Chhnang ,12.2546676,104.5946633
326,Prasnoeb,ប្រស្នឹប,40608,7,Rolea B'ier,Kampong Chhnang ,12.28976,104.4606845
327,Prey Mul,ព្រៃមូល,40609,7,Rolea B'ier,Kampong Chhnang ,12.1590731,104.5974116
328,Rolea B'ier,រលាប្អៀរ,40610,6,Rolea B'ier,Kampong Chhnang ,12.2036834,104.6616973
329,Srae Thmei,ស្រែថ្មី,40611,12,Rolea B'ier,Kampong Chhnang ,12.2387824,104.6475839
330,Svay Chrum,ស្វាយជ្រុំ,40612,14,Rolea B'ier,Kampong Chhnang ,12.2982422,104.5991443
331,Tuek Hout,ទឹកហូត,40613,9,Rolea B'ier,Kampong Chhnang ,12.1099019,104.7312846
332,Phnom Kraing Dey Meas,ភ្នំក្រាំងដីមាស,40614,8,Rolea B'ier,Kampong Chhnang ,12.260909,104.6316862
333,Chhean Laeung,ឈានឡើង,40701,9,Sameakki Mean Chey,Kampong Chhnang ,11.8018054,104.4420963
334,Khnar Chhmar,ខ្នារឆ្មារ,40702,7,Sameakki Mean Chey,Kampong Chhnang ,12.0050979,104.620222
335,Krang Lvea,ក្រាំងល្វា,40703,12,Sameakki Mean Chey,Kampong Chhnang ,11.8783259,104.6092333
336,Peam,ពាម,40704,13,Sameakki Mean Chey,Kampong Chhnang ,11.7975777,104.5072722
337,Sedthei,សេដ្ឋី,40705,9,Sameakki Mean Chey,Kampong Chhnang ,11.8783259,104.6092333
338,Svay,ស្វាយ,40706,13,Sameakki Mean Chey,Kampong Chhnang ,11.8783259,104.6092333
339,Svay Chuk,ស្វាយជុក,40707,11,Sameakki Mean Chey,Kampong Chhnang ,11.8783259,104.6092333
340,Tbaeng Khpos,ត្បែងខ្ពស់,40708,9,Sameakki Mean Chey,Kampong Chhnang ,11.8789393,104.6092482
341,Thlok Vien,ធ្លកវៀន,40709,7,Sameakki Mean Chey,Kampong Chhnang ,11.9534432,104.6489216
342,Akphivoadth,អភិវឌ្ឍន៍,40801,10,Tuek Phos,Kampong Chhnang ,12.0494,104.5276589
343,Chieb,ជៀប,40802,11,Tuek Phos,Kampong Chhnang ,12.0040809,104.4252602
344,Chaong Maong,ចោងម៉ោង,40803,8,Tuek Phos,Kampong Chhnang ,12.008308,104.5199355
345,Kbal Tuek,ក្បាលទឹក,40804,10,Tuek Phos,Kampong Chhnang ,11.9489927,104.3230088
346,Khlong Popok,ខ្លុងពពក,40805,7,Tuek Phos,Kampong Chhnang ,12.0412394,104.4744987
347,Krang Skear,ក្រាំងស្គារ,40806,7,Tuek Phos,Kampong Chhnang ,12.1961782,104.332644
348,Tang Krasang,តាំងក្រសាំង,40807,12,Tuek Phos,Kampong Chhnang ,12.1064498,104.5538744
349,Tuol Khpos,ទួលខ្ពស់,40808,7,Tuek Phos,Kampong Chhnang ,11.9862216,104.3932745
350,Kdol Saen Chey,ក្តុលសែនជ័យ,40809,6,Tuek Phos,Kampong Chhnang ,12.2411887,104.2730594
351,Basedth,បរសេដ្ឋ,50101,22,Basedth,Kampong Speu ,11.1539595,104.5236984
352,Kat Phluk,កាត់ភ្លុក,50102,11,Basedth,Kampong Speu ,11.2001827,104.4457469
353,Nitean,និទាន,50103,15,Basedth,Kampong Speu ,11.1402441,104.6299702
354,Pheakdei,ភក្ដី,50104,9,Basedth,Kampong Speu ,11.1553023,104.4116615
355,Pheari Mean Chey,ភារីមានជ័យ,50105,13,Basedth,Kampong Speu ,11.1910389,104.6135784
356,Phong,ផុង,50106,13,Basedth,Kampong Speu ,11.1343547,104.4617134
357,Pou Angkrang,ពោធិអង្ក្រង,50107,19,Basedth,Kampong Speu ,11.094354,104.6564414
358,Pou Chamraeun,ពោធិ៍ចំរើន,50108,14,Basedth,Kampong Speu ,11.1038082,104.5748858
359,Pou Mreal,ពោធិ៍ម្រាល,50109,18,Basedth,Kampong Speu ,11.1440266,104.574696
360,Svay Chacheb,ស្វាយចចិប,50110,15,Basedth,Kampong Speu ,11.2654266,104.4965998
361,Tuol Ampil,ទួលអំពិល,50111,15,Basedth,Kampong Speu ,11.1696859,104.670443
362,Tuol Sala,ទួលសាលា,50112,17,Basedth,Kampong Speu ,11.2444226,104.5372605
363,Kak,កក់,50113,14,Basedth,Kampong Speu ,11.1931876,104.5352504
364,Svay Rumpear,ស្វាយរំពារ,50114,14,Basedth,Kampong Speu ,11.2242473,104.571354
365,Preah Khae,ព្រះខែ,50115,9,Basedth,Kampong Speu ,11.201828,104.4943118
366,Chbar Mon,ច្បារមន,50201,13,Chbar Mon,Kampong Speu ,11.4631729,104.5232821
367,Kandaol Dom,កណ្ដោលដុំ,50202,10,Chbar Mon,Kampong Speu ,11.4650455,104.5072722
368,Rokar Thum,រការធំ,50203,12,Chbar Mon,Kampong Speu ,11.4650455,104.5072722
369,Sopoar Tep,សុព័រទេព,50204,10,Chbar Mon,Kampong Speu ,11.4751266,104.5536036
370,Svay Kravan,ស្វាយក្រវ៉ាន់,50205,11,Chbar Mon,Kampong Speu ,11.4572465,104.5211293
371,Angk Popel,អង្គពពេល,50301,13,Kong Pisei,Kampong Speu ,11.3816659,104.7345937
372,Chongruk,ជង្រុក,50302,25,Kong Pisei,Kampong Speu ,11.3069976,104.6947583
373,Moha Ruessei,មហាឫស្សី,50303,22,Kong Pisei,Kampong Speu ,11.2529946,104.6670889
374,Pechr Muni,ពេជ្រមុនី,50304,13,Kong Pisei,Kampong Speu ,11.3626686,104.6218239
375,Preah Nipean,ព្រះនិព្វាន,50305,27,Kong Pisei,Kampong Speu ,11.4094579,104.7568669
376,Prey Nheat,ព្រៃញាតិ,50306,25,Kong Pisei,Kampong Speu ,11.3564991,104.6612712
377,Prey Vihear,ព្រៃវិហារ,50307,19,Kong Pisei,Kampong Speu ,11.2218977,104.6683202
378,Roka Kaoh,រកាកោះ,50308,12,Kong Pisei,Kampong Speu ,11.4117453,104.6818052
379,Sdok,ស្ដុក,50309,18,Kong Pisei,Kampong Speu ,11.2393173,104.6054411
380,Snam Krapeu,ស្នំក្រពើ,50310,24,Kong Pisei,Kampong Speu ,11.2710902,104.6426161
381,Srang,ស្រង់,50311,18,Kong Pisei,Kampong Speu ,11.3109341,104.5966945
382,Tuek L'ak,ទឹកល្អក់,50312,12,Kong Pisei,Kampong Speu ,11.3361836,104.623732
383,Veal,វាល,50313,22,Kong Pisei,Kampong Speu ,11.3451698,104.7013285
384,Haong Samnam,ហោងសំណំ,50401,9,Aural,Kampong Speu ,11.5664999,104.2512221
385,Reaksmei Sameakki,រស្មីសាមគ្គី,50402,8,Aural,Kampong Speu ,11.7651046,104.053676
386,Trapeang Chour,ត្រពាំងជោ,50403,15,Aural,Kampong Speu ,11.8046181,104.1678294
387,Sangkae Satob,សង្កែសាទប,50404,17,Aural,Kampong Speu ,11.6880365,104.1290285
388,Ta Sal,តាសាល,50405,4,Phnum Sruoch,Kampong Speu ,11.3858497,104.3762816
389,Chambak,ចំបក់,50601,9,Phnum Sruoch,Kampong Speu ,11.3875106,104.117303
390,Choam Sangkae,ជាំសង្កែ,50602,8,Phnum Sruoch,Kampong Speu ,11.2287702,104.367553
391,Dambouk Rung,ដំបូករូង,50603,9,Phnum Sruoch,Kampong Speu ,11.2791442,104.3005451
392,Kiri Voan,គិរីវន្ដ,50604,9,Phnum Sruoch,Kampong Speu ,11.3858497,104.3762816
393,Krang Dei Vay,ក្រាំងដីវ៉ាយ,50605,26,Phnum Sruoch,Kampong Speu ,11.4460364,104.1833385
394,Moha Sang,មហាសាំង,50606,22,Phnum Sruoch,Kampong Speu ,11.3858497,104.3762816
395,Ou,អូរ,50607,7,Phnum Sruoch,Kampong Speu ,11.3858497,104.3762816
396,Prey Rumduol,ព្រៃរំដួល,50608,8,Phnum Sruoch,Kampong Speu ,11.3858497,104.3762816
397,Prey Kmeng,ព្រៃក្មេង,50609,10,Phnum Sruoch,Kampong Speu ,11.3133786,104.4348989
398,Tang Samraong,តាំងសំរោង,50610,17,Phnum Sruoch,Kampong Speu ,11.4323988,104.2848744
399,Tang Sya,តាំងស្យា,50611,11,Phnum Sruoch,Kampong Speu ,11.3858497,104.3762816
400,Traeng Trayueng,ត្រែងត្រយឹង,50613,9,Phnum Sruoch,Kampong Speu ,11.2284445,104.1466046
401,Yeay Mao Pichnil,យាយម៉ៅពេជ្យនិល,50614,19,Samraong Tong,Kampong Speu ,11.4079762,104.5422225
402,Roleang Chak,រលាំងចក,50701,15,Samraong Tong,Kampong Speu ,11.4452154,104.571354
403,Kahaeng,កាហែង,50702,14,Samraong Tong,Kampong Speu ,11.4283681,104.4665072
404,Khtum Krang,ខ្ទុំក្រាំង,50703,15,Samraong Tong,Kampong Speu ,11.4079762,104.5422225
405,Krang Ampil,ក្រាំងអំពិល,50704,19,Samraong Tong,Kampong Speu ,11.4079762,104.5422225
406,Pneay,ព្នាយ,50705,26,Samraong Tong,Kampong Speu ,11.5090344,104.5990036
407,Roleang Kreul,រលាំងគ្រើល,50706,18,Samraong Tong,Kampong Speu ,11.4475101,104.6114551
408,Samrong Tong,សំរោងទង,50707,18,Samraong Tong,Kampong Speu ,11.5090344,104.5990036
409,Sambour,សំបូរ,50708,21,Samraong Tong,Kampong Speu ,11.5090344,104.5990036
410,Saen Dei,សែនដី,50709,21,Samraong Tong,Kampong Speu ,11.4746581,104.4605949
411,Skuh,ស្គុះ,50710,18,Samraong Tong,Kampong Speu ,11.4187948,104.5156354
412,Tang Krouch,តាំងក្រូច,50711,21,Samraong Tong,Kampong Speu ,11.5090344,104.5990036
413,Thummoda Ar,ធម្មតាអរ,50712,29,Samraong Tong,Kampong Speu ,11.3071698,104.6033061
414,Trapeang Kong,ត្រពាំងគង,50713,13,Samraong Tong,Kampong Speu ,11.4774809,104.6303625
415,Tumpoar Meas,ទំព័រមាស,50714,23,Samraong Tong,Kampong Speu ,11.4079762,104.5422225
416,Voa Sar,វល្លិសរ,50715,17,Thpong,Kampong Speu ,11.7544464,104.4286639
417,Amleang,អមលាំង,50801,10,Thpong,Kampong Speu ,11.7744271,104.3093759
418,Monourom,មនោរម្យ,50802,13,Thpong,Kampong Speu ,11.7544464,104.4286639
419,Prambei Mum,ប្រាំបីមុម,50804,10,Thpong,Kampong Speu ,11.7544464,104.4286639
420,Rung Roeang,រុងរឿង,50805,7,Thpong,Kampong Speu ,11.7544464,104.4286639
421,Toap Mean,ទ័ពមាន,50806,13,Thpong,Kampong Speu ,11.7544464,104.4286639
422,Veal Pon,វាលពន់,50807,14,Thpong,Kampong Speu ,11.740895,104.6064027
423,Yea Angk,យាអង្គ,50808,11,Odongk Maechay,Kampong Speu ,11.8160695,104.7375102
424,Veang Chas,វាំងចាស់,50901,26,Odongk Maechay,Kampong Speu ,11.8160695,104.7375102
425,Veal Pong,វាលពង់,50902,17,Odongk Maechay,Kampong Speu ,11.7750137,104.6596077
426,Trach Tong,ត្រាចទង,50903,18,Odongk Maechay,Kampong Speu ,11.6479569,104.6121475
427,Preah Srae,ព្រះស្រែ,50904,19,Odongk Maechay,Kampong Speu ,11.806273,104.7260809
428,Khsem Khsant,ក្សេមក្សាន្ដ,50905,15,Samkkei Munichay,Kampong Speu ,11.4650455,104.5072722
429,Chan Saen,ចាន់សែន,51001,16,Samkkei Munichay,Kampong Speu ,11.4650455,104.5072722
430,Cheung Roas,ជើងរាស់,51002,7,Samkkei Munichay,Kampong Speu ,11.6452542,104.5954089
431,Chumpu Proeks,ជំពូព្រឹក្ស,51003,24,Samkkei Munichay,Kampong Speu ,11.5789978,104.4476671
432,Krang Chek,ក្រាំងចេក,51004,14,Samkkei Munichay,Kampong Speu ,11.6155109,104.3791912
433,Mean Chey,មានជ័យ,51005,15,Samkkei Munichay,Kampong Speu ,11.4650455,104.5072722
434,Prey Krasang,ព្រៃក្រសាំង,51006,15,Samkkei Munichay,Kampong Speu ,11.4650455,104.5072722
435,Yutth Sameakki,យុទ្ធសាមគ្គី,51007,18,Samkkei Munichay,Kampong Speu ,11.6632373,104.5305715
436,Damnak Reang,ដំណាក់រាំង,51008,18,Samkkei Munichay,Kampong Speu ,11.6155109,104.3791912
437,Peang Lvea,ពាំងល្វា,51009,18,Samkkei Munichay,Kampong Speu ,11.6155109,104.3791912
438,Phnom Touch,ភ្នំតូច,51010,7,Baray,Kampong Thom ,12.3953723,105.0832527
439,Bak Sna,បាក់ស្នា,60101,15,Baray,Kampong Thom ,12.5252434,105.2852513
440,Ballangk,បល្ល័ង្គ,60102,12,Baray,Kampong Thom ,12.3953723,105.0832527
441,Baray,បារាយណ៍,60103,5,Baray,Kampong Thom ,12.3953723,105.0832527
442,Boeng,បឹង,60104,10,Baray,Kampong Thom ,12.3953723,105.0832527
443,Chaeung Daeung,ចើងដើង,60105,14,Baray,Kampong Thom ,12.4647151,105.191432
444,Chhuk Khsach,ឈូកខ្សាច់,60107,8,Baray,Kampong Thom ,12.3980122,105.1250609
445,Chong Doung,ចុងដូង,60108,9,Baray,Kampong Thom ,12.4612001,105.0314856
446,Kokir Thum,គគីធំ,60110,8,Baray,Kampong Thom ,12.4305218,105.336536
447,Krava,ក្រវ៉ា,60111,9,Baray,Kampong Thom ,12.4964378,105.2480888
448,Tnaot Chum,ត្នោតជុំ,60117,6,Kampong Svay,Kampong Thom ,12.5228236,105.0630478
449,Chey,ជ័យ,60201,5,Kampong Svay,Kampong Thom ,12.7910135,104.707618
450,Damrei Slab,ដំរីស្លាប់,60202,5,Kampong Svay,Kampong Thom ,12.7916946,104.8308695
451,Kampong Kou,កំពង់គោ,60203,12,Kampong Svay,Kampong Thom ,12.6993397,104.7914809
452,Kampong Svay,កំពង់ស្វាយ,60204,3,Kampong Svay,Kampong Thom ,12.7916946,104.8308695
453,Nipech,នីពេជ,60205,5,Kampong Svay,Kampong Thom ,12.9356282,104.7799425
454,Phat Sanday,ផាត់សណ្ដាយ,60206,14,Kampong Svay,Kampong Thom ,12.6409754,104.5162068
455,San Kor,សាន់គ,60207,15,Kampong Svay,Kampong Thom ,12.7916946,104.8308695
456,Tbaeng,ត្បែង,60208,20,Kampong Svay,Kampong Thom ,12.7923292,104.7907521
457,Trapeang Ruessei,ត្រពាំងឫស្សី,60209,4,Kampong Svay,Kampong Thom ,12.8221829,105.1258955
458,Kdei Doung,ក្ដីដូង,60210,8,Kampong Svay,Kampong Thom ,12.7196358,104.856952
459,Prey Kuy,ព្រៃគុយ,60211,4,Stueng Saen,Kampong Thom ,12.70787,104.8736858
460,Damrei Choan Khla,ដំរីជាន់ខ្លា,60301,7,Stueng Saen,Kampong Thom ,12.70787,104.8736858
461,Kampong Thum,កំពង់ធំ,60302,2,Stueng Saen,Kampong Thom ,12.70787,104.8736858
462,Kampong Roteh,កំពង់រទេះ,60303,4,Stueng Saen,Kampong Thom ,12.712587,104.8885413
463,Ou Kanthor,អូរកន្ធរ,60304,3,Stueng Saen,Kampong Thom ,12.70787,104.8736858
464,Kampong Krabau,កំពង់ក្របៅ,60306,3,Stueng Saen,Kampong Thom ,12.7162894,104.8874707
465,Prey Ta Hu,ព្រៃតាហ៊ូ,60308,3,Stueng Saen,Kampong Thom ,12.7216481,104.8786906
466,Achar Leak,អាចារ្យលាក់,60309,13,Stueng Saen,Kampong Thom ,12.7313026,104.893813
467,Srayov,ស្រយ៉ូវ,60310,8,Prasat Ballangk,Kampong Thom ,12.9532661,104.9418057
468,Doung,ដូង,60401,6,Prasat Ballangk,Kampong Thom ,12.9532661,104.9418057
469,Kraya,ក្រយា,60402,8,Prasat Ballangk,Kampong Thom ,12.9532661,104.9418057
470,Phan Nheum,ផាន់ញើម,60403,11,Prasat Ballangk,Kampong Thom ,12.9532661,104.9418057
471,Sakream,សាគ្រាម,60404,19,Prasat Ballangk,Kampong Thom ,12.9532661,104.9418057
472,Sala Visai,សាលាវិស័យ,60405,5,Prasat Ballangk,Kampong Thom ,12.9532661,104.9418057
473,Sameakki,សាមគ្គី,60406,7,Prasat Ballangk,Kampong Thom ,12.9532661,104.9418057
474,Tuol Kreul,ទួលគ្រើល,60407,16,Prasat Sambour,Kampong Thom ,12.8845104,105.0645091
475,Chhuk,ឈូក,60501,11,Prasat Sambour,Kampong Thom ,12.8845104,105.0645091
476,Koul,គោល,60502,15,Prasat Sambour,Kampong Thom ,12.8845104,105.0645091
477,Sambour,សំបូរណ៍,60503,9,Prasat Sambour,Kampong Thom ,12.8867418,105.0684199
478,Sraeung,ស្រើង,60504,15,Prasat Sambour,Kampong Thom ,12.8338618,105.2185512
479,Tang Krasau,តាំងក្រសៅ,60505,11,Sandan,Kampong Thom ,13.1048784,105.2483289
480,Chheu Teal,ឈើទាល,60601,5,Sandan,Kampong Thom ,13.0597952,105.2373508
481,Dang Kambet,ដងកាំបិត,60602,8,Sandan,Kampong Thom ,13.1046434,105.247274
482,Klaeng,ក្លែង,60603,8,Sandan,Kampong Thom ,13.1048784,105.2483289
483,Mean Rith,មានរិទ្ធ,60604,11,Sandan,Kampong Thom ,13.1048784,105.2483289
484,Mean Chey,មានជ័យ,60605,13,Sandan,Kampong Thom ,12.9989985,105.1964002
485,Ngan,ងន,60606,13,Sandan,Kampong Thom ,13.1048784,105.2483289
486,Sandan,សណ្ដាន់,60607,7,Sandan,Kampong Thom ,13.1046434,105.247274
487,Sochet,សុចិត្រ,60608,8,Sandan,Kampong Thom ,13.1048784,105.2483289
488,Tum Ring,ទំរីង,60609,7,Santuk,Kampong Thom ,12.8955644,105.4090044
489,Boeng Lvea,បឹងល្វា,60701,4,Santuk,Kampong Thom ,12.5384691,105.1464712
490,Chroab,ជ្រាប់,60702,15,Santuk,Kampong Thom ,12.5614005,105.0469743
491,Kampong Thma,កំពង់ថ្ម,60703,10,Santuk,Kampong Thom ,12.5065221,105.1288193
492,Kakaoh,កកោះ,60704,11,Santuk,Kampong Thom ,12.6251992,104.9924547
493,Kraya,ក្រយា,60705,3,Santuk,Kampong Thom ,12.5775881,105.2598934
494,Pnov,ព្នៅ,60706,12,Santuk,Kampong Thom ,12.5614005,105.0469743
495,Prasat,ប្រាសាទ,60707,11,Santuk,Kampong Thom ,12.5614005,105.0469743
496,Tang Krasang,តាំងក្រសាំង,60708,14,Santuk,Kampong Thom ,12.5623049,105.0479549
497,Ti Pou,ទីពោ,60709,5,Santuk,Kampong Thom ,12.5614005,105.0469743
498,Tboung Krapeu,ត្បូងក្រពើ,60710,15,Stoung,Kampong Thom ,12.6916078,104.9791398
499,Banteay Stoung,បន្ទាយស្ទោង,60801,10,Stoung,Kampong Thom ,12.9299249,104.6427698
500,Chamna Kraom,ចំណាក្រោម,60802,10,Stoung,Kampong Thom ,12.9411052,104.5684406
501,Chamna Leu,ចំណាលើ,60803,6,Stoung,Kampong Thom ,12.8930625,104.6624375
502,Kampong Chen Cheung,កំពង់ចិនជើង,60804,7,Stoung,Kampong Thom ,12.9487569,104.5654449
503,Kampong Chen Tboung,កំពង់ចិនត្បូង,60805,11,Stoung,Kampong Thom ,12.935937,104.5705124
504,Msa Krang,ម្សាក្រង,60806,3,Stoung,Kampong Thom ,12.8770427,104.4362007
505,Peam Bang,ពាមបាង,60807,8,Stoung,Kampong Thom ,12.7376224,104.2577632
506,Popok,ពពក,60808,14,Stoung,Kampong Thom ,12.9411052,104.5684406
507,Pralay,ប្រឡាយ,60809,9,Stoung,Kampong Thom ,13.027993,104.5272603
508,Preah Damrei,ព្រះដំរី,60810,9,Stoung,Kampong Thom ,12.9560581,104.6959829
509,Rung Roeang,រុងរឿង,60811,17,Stoung,Kampong Thom ,12.9411052,104.5684406
510,Samprouch,សំព្រោជ,60812,16,Stoung,Kampong Thom ,12.9411052,104.5684406
511,Trea,ទ្រា,60813,7,Taing Kouk,Kampong Thom ,12.8221829,105.1258955
512,Pongro,ពង្រ,60901,13,Taing Kouk,Kampong Thom ,12.2394688,105.0259356
513,Chraneang,ច្រនាង,60902,9,Taing Kouk,Kampong Thom ,12.8221829,105.1258955
514,Chrolong,ជ្រលង,60903,22,Taing Kouk,Kampong Thom ,12.8221829,105.1258955
515,Triel,ទ្រៀល,60904,11,Taing Kouk,Kampong Thom ,12.3333867,105.1051302
516,Sou Young,សូយោង,60905,15,Taing Kouk,Kampong Thom ,12.2522934,105.0937378
517,Sralau,ស្រឡៅ,60906,7,Taing Kouk,Kampong Thom ,12.3062937,104.9739333
518,Svay Phleung,ស្វាយភ្លើង,60907,7,Taing Kouk,Kampong Thom ,12.8221829,105.1258955
519,Andoung Pou,អណ្ដូងពោធិ៍,60908,5,Angkor Chey,Kampot ,10.776778,104.6616973
520,Angk Phnum Touch,អង្គភ្នំតូច,70101,6,Angkor Chey,Kampot ,10.8151201,104.6823746
521,Ankor Chey,អង្គរជ័យ,70102,8,Angkor Chey,Kampot ,10.776778,104.6616973
522,Champei,ចំប៉ី,70103,11,Angkor Chey,Kampot ,10.8943714,104.6495944
523,Dambouk Khpos,ដំបូកខ្ពស់,70104,6,Angkor Chey,Kampot ,10.793569,104.5725846
524,Dan Koum,ដានគោម,70105,4,Angkor Chey,Kampot ,10.8361062,104.5812428
525,Daeum Doung,ដើមដូង,70106,6,Angkor Chey,Kampot ,10.7054358,104.651842
526,Mroum,ម្រោម,70107,10,Angkor Chey,Kampot ,10.7381994,104.664772
527,Phnum Kong,ភ្នំកុង,70108,9,Angkor Chey,Kampot ,10.7660369,104.6335848
528,Praphnum,ប្រភ្នំ,70109,7,Angkor Chey,Kampot ,10.8442567,104.6496726
