level,code1,code2,distance,longitude_1,latitude_1,longitude_2,latitude_2
2,KH0109,KH0110,16.99686992578811,102.57333444536712,13.520118783889513,102.66416506528935,13.645447281205103
2,KH0109,KH0210,12.084611627428565,102.57333444536712,13.520118783889513,102.52861167039845,13.420041799983359
2,KH0201,KH0202,32.26699259279672,103.04488700876973,12.973344136630926,103.09417094253905,13.260978148686123
2,KH0201,KH0203,18.14086836336646,103.04488700876973,12.973344136630926,103.16458845723922,13.087859663050592
2,KH0201,KH0204,37.80162345563428,103.04488700876973,12.973344136630926,102.82573513679063,13.23906890426713
2,KH0201,KH0207,21.82261911361347,103.04488700876973,12.973344136630926,102.8728990479042,12.871122940282975
2,KH0201,KH0208,40.638966449685554,103.04488700876973,12.973344136630926,103.40930918417706,13.058507821900387
2,KH0201,KH0213,35.603359931524245,103.04488700876973,12.973344136630926,103.18186805372623,12.680933317773443
2,KH0202,KH0203,20.617752162359768,103.09417094253905,13.260978148686123,103.16458845723922,13.087859663050592
2,KH0202,KH0204,29.192566100526907,103.09417094253905,13.260978148686123,102.82573513679063,13.23906890426713
2,KH0202,KH0205,37.36574810412949,103.09417094253905,13.260978148686123,103.43847112511482,13.243083967695432
2,KH0203,KH0205,34.300653794198276,103.16458845723922,13.087859663050592,103.43847112511482,13.243083967695432
2,KH0203,KH0208,26.7385761428915,103.16458845723922,13.087859663050592,103.40930918417706,13.058507821900387
2,KH0204,KH0207,41.026375537460794,102.82573513679063,13.23906890426713,102.8728990479042,12.871122940282975
2,KH0204,KH0210,37.90884360718722,102.82573513679063,13.23906890426713,102.52861167039845,13.420041799983359
2,KH0204,KH0211,33.05768068511959,102.82573513679063,13.23906890426713,102.52389805812352,13.282278920275507
2,KH0204,KH0212,31.37073340023392,102.82573513679063,13.23906890426713,102.5615587258498,13.123321342040196
2,KH0205,KH0208,20.663306385595128,103.43847112511482,13.243083967695432,103.40930918417706,13.058507821900387
2,KH0205,KH1706,37.27322596020609,103.43847112511482,13.243083967695432,103.48426579566548,13.576993632886397
2,KH0205,KH1707,32.28199587155334,103.43847112511482,13.243083967695432,103.64616580900454,13.452325402841337
2,KH0206,KH0208,28.0915442062098,103.52145263912925,12.829644244578962,103.40930918417706,13.058507821900387
2,KH0206,KH0213,40.37894525269484,103.52145263912925,12.829644244578962,103.18186805372623,12.680933317773443
2,KH0206,KH0214,27.93799728393645,103.52145263912925,12.829644244578962,103.4447700443991,12.588586558488714
2,KH0206,KH1501,28.7073072781743,103.52145263912925,12.829644244578962,103.73654660257353,12.678779765673251
2,KH0207,KH0209,29.989114528224015,102.8728990479042,12.871122940282975,102.85483999276214,12.600623180714074
2,KH0207,KH0212,43.80953880940818,102.8728990479042,12.871122940282975,102.5615587258498,13.123321342040196
2,KH0207,KH0213,39.60026888674051,102.8728990479042,12.871122940282975,103.18186805372623,12.680933317773443
2,KH0207,KH2401,27.945450580998706,102.8728990479042,12.871122940282975,102.62908688761769,12.790067930746666
2,KH0207,KH2402,28.082678983940877,102.8728990479042,12.871122940282975,102.64047773452717,12.982752537979449
2,KH0208,KH0213,48.52044343988803,103.40930918417706,13.058507821900387,103.18186805372623,12.680933317773443
2,KH0209,KH0213,36.62192124422588,102.85483999276214,12.600623180714074,103.18186805372623,12.680933317773443
2,KH0209,KH1506,50.00729621703252,102.85483999276214,12.600623180714074,103.13740183836195,12.243954746997442
2,KH0209,KH2401,32.256427648624474,102.85483999276214,12.600623180714074,102.62908688761769,12.790067930746666
2,KH0210,KH0211,15.249742276362316,102.52861167039845,13.420041799983359,102.52389805812352,13.282278920275507
2,KH0211,KH0212,18.05342924942711,102.52389805812352,13.282278920275507,102.5615587258498,13.123321342040196
2,KH0212,KH2402,17.751333978493793,102.5615587258498,13.123321342040196,102.64047773452717,12.982752537979449
2,KH0213,KH0214,30.33406193211121,103.18186805372623,12.680933317773443,103.4447700443991,12.588586558488714
2,KH0213,KH1506,48.58229441793448,103.18186805372623,12.680933317773443,103.13740183836195,12.243954746997442
2,KH0214,KH1501,33.23235238461236,103.4447700443991,12.588586558488714,103.73654660257353,12.678779765673251
2,KH0214,KH1506,50.6999172863404,103.4447700443991,12.588586558488714,103.13740183836195,12.243954746997442
2,KH0301,KH0303,15.940748259189089,104.93096867110718,12.030968570195114,105.06228067288833,12.094700906013587
2,KH0301,KH0307,25.670608920999676,104.93096867110718,12.030968570195114,105.14768044520298,11.9396994039845
2,KH0301,KH0402,18.581098478251388,104.93096867110718,12.030968570195114,104.82156652102641,12.159894497433061
2,KH0301,KH0405,20.26112524161293,104.93096867110718,12.030968570195114,104.75303937597658,11.977444414695144
2,KH0301,KH0601,43.77822844792699,104.93096867110718,12.030968570195114,105.10344278692008,12.388495783598787
2,KH0301,KH0807,28.54495258647788,104.93096867110718,12.030968570195114,104.93769690258759,11.7730120741284
2,KH0301,KH0809,32.429349976554285,104.93096867110718,12.030968570195114,104.79927706360134,11.768061527759734
2,KH0302,KH0306,28.043239361157067,105.28711393651406,12.268990495670554,105.43360649119808,12.060445892695444
2,KH0302,KH0313,21.005069206239323,105.28711393651406,12.268990495670554,105.22663419089882,12.088674937858116
2,KH0302,KH0315,31.0286047443191,105.28711393651406,12.268990495670554,105.55736476089487,12.358759296919837
2,KH0302,KH0601,23.955877197127748,105.28711393651406,12.268990495670554,105.10344278692008,12.388495783598787
2,KH0303,KH0307,19.506182908429963,105.06228067288833,12.094700906013587,105.14768044520298,11.9396994039845
2,KH0303,KH0313,17.904875161238913,105.06228067288833,12.094700906013587,105.22663419089882,12.088674937858116
2,KH0303,KH0601,32.80795505100722,105.06228067288833,12.094700906013587,105.10344278692008,12.388495783598787
2,KH0305,KH0306,8.33252416381472,105.4414139974324,11.985515027588358,105.43360649119808,12.060445892695444
2,KH0305,KH2507,23.21773521851123,105.4414139974324,11.985515027588358,105.65440182051026,11.976552809577171
2,KH0306,KH0307,33.88210071632255,105.43360649119808,12.060445892695444,105.14768044520298,11.9396994039845
2,KH0306,KH0308,20.274243684519337,105.43360649119808,12.060445892695444,105.36838953600947,11.888786832118598
2,KH0306,KH0313,22.748970807417106,105.43360649119808,12.060445892695444,105.22663419089882,12.088674937858116
2,KH0306,KH0315,35.64270751070544,105.43360649119808,12.060445892695444,105.55736476089487,12.358759296919837
2,KH0306,KH2502,30.334879564173562,105.43360649119808,12.060445892695444,105.67547645370902,12.19665924058046
2,KH0306,KH2507,25.772452660608554,105.43360649119808,12.060445892695444,105.65440182051026,11.976552809577171
2,KH0307,KH0308,24.694202468886637,105.14768044520298,11.9396994039845,105.36838953600947,11.888786832118598
2,KH0307,KH0313,18.588005247749138,105.14768044520298,11.9396994039845,105.22663419089882,12.088674937858116
2,KH0307,KH0314,11.515209672014347,105.14768044520298,11.9396994039845,105.16544293122294,11.837084203836424
2,KH0307,KH0803,29.87419574498029,105.14768044520298,11.9396994039845,105.03598580494194,11.693072812330929
2,KH0307,KH0807,29.38514890276189,105.14768044520298,11.9396994039845,104.93769690258759,11.7730120741284
2,KH0308,KH0314,22.840214452812617,105.36838953600947,11.888786832118598,105.16544293122294,11.837084203836424
2,KH0308,KH1412,12.70576089033689,105.36838953600947,11.888786832118598,105.36164352404477,11.77412071078971
2,KH0308,KH2504,20.31575047123892,105.36838953600947,11.888786832118598,105.53852477358859,11.813662309214713
2,KH0308,KH2507,32.6329252715706,105.36838953600947,11.888786832118598,105.65440182051026,11.976552809577171
2,KH0313,KH0601,35.77351780617962,105.22663419089882,12.088674937858116,105.10344278692008,12.388495783598787
2,KH0314,KH0803,21.281096027470753,105.16544293122294,11.837084203836424,105.03598580494194,11.693072812330929
2,KH0314,KH1408,20.3190875553718,105.16544293122294,11.837084203836424,105.2429119349561,11.670013876685239
2,KH0314,KH1412,22.48777532774971,105.16544293122294,11.837084203836424,105.36164352404477,11.77412071078971
2,KH0315,KH0601,49.473662693251185,105.55736476089487,12.358759296919837,105.10344278692008,12.388495783598787
2,KH0315,KH0607,38.22345688402665,105.55736476089487,12.358759296919837,105.33669038270415,12.62776996573292
2,KH0315,KH1003,36.796896252951726,105.55736476089487,12.358759296919837,105.87448140006761,12.474902429417721
2,KH0315,KH2502,22.06062301678446,105.55736476089487,12.358759296919837,105.67547645370902,12.19665924058046
2,KH0401,KH0404,27.204628498349926,104.46376693800534,12.406823972160621,104.71287461186623,12.429770369212047
2,KH0401,KH0406,25.87075325407143,104.46376693800534,12.406823972160621,104.60195039177617,12.216484949975516
2,KH0401,KH0408,36.896854297923376,104.46376693800534,12.406823972160621,104.37646281037439,12.084533310304582
2,KH0401,KH1503,32.01303698669201,104.46376693800534,12.406823972160621,104.17130119007624,12.440175968114781
2,KH0402,KH0403,19.257737369873013,104.82156652102641,12.159894497433061,104.67729597615492,12.260716556305356
2,KH0402,KH0404,32.1110378521749,104.82156652102641,12.159894497433061,104.71287461186623,12.429770369212047
2,KH0402,KH0405,21.5179978013944,104.82156652102641,12.159894497433061,104.75303937597658,11.977444414695144
2,KH0402,KH0406,24.706345597915185,104.82156652102641,12.159894497433061,104.60195039177617,12.216484949975516
2,KH0402,KH0601,39.74810526583575,104.82156652102641,12.159894497433061,105.10344278692008,12.388495783598787
2,KH0403,KH0404,19.097727360304177,104.67729597615492,12.260716556305356,104.71287461186623,12.429770369212047
2,KH0403,KH0406,9.54726405880972,104.67729597615492,12.260716556305356,104.60195039177617,12.216484949975516
2,KH0404,KH0406,26.500591388156774,104.71287461186623,12.429770369212047,104.60195039177617,12.216484949975516
2,KH0404,KH0601,42.71343535460749,104.71287461186623,12.429770369212047,105.10344278692008,12.388495783598787
2,KH0404,KH0602,35.762134046760956,104.71287461186623,12.429770369212047,104.74345222371777,12.751639679164738
2,KH0404,KH0603,25.99614990062499,104.71287461186623,12.429770369212047,104.85533154709222,12.618533575262886
2,KH0404,KH0607,71.25030226894071,104.71287461186623,12.429770369212047,105.33669038270415,12.62776996573292
2,KH0405,KH0406,31.141487715612527,104.75303937597658,11.977444414695144,104.60195039177617,12.216484949975516
2,KH0405,KH0407,24.6763098029365,104.75303937597658,11.977444414695144,104.55509266328428,11.8689826731508
2,KH0405,KH0408,42.68241021237375,104.75303937597658,11.977444414695144,104.37646281037439,12.084533310304582
2,KH0405,KH0505,37.39408413285299,104.75303937597658,11.977444414695144,104.6114267416549,11.669534158848016
2,KH0405,KH0809,23.703728055791263,104.75303937597658,11.977444414695144,104.79927706360134,11.768061527759734
2,KH0406,KH0408,28.5552854347639,104.60195039177617,12.216484949975516,104.37646281037439,12.084533310304582
2,KH0407,KH0408,30.77437014175793,104.55509266328428,11.8689826731508,104.37646281037439,12.084533310304582
2,KH0407,KH0505,22.901545709379604,104.55509266328428,11.8689826731508,104.6114267416549,11.669534158848016
2,KH0407,KH0508,25.658660143406887,104.55509266328428,11.8689826731508,104.37591327465977,11.718520211259646
2,KH0407,KH0809,28.856984886603236,104.55509266328428,11.8689826731508,104.79927706360134,11.768061527759734
2,KH0408,KH0504,51.63552611538285,104.37646281037439,12.084533310304582,104.05717145491363,11.739550402143553
2,KH0408,KH0508,40.48896956150336,104.37646281037439,12.084533310304582,104.37591327465977,11.718520211259646
2,KH0408,KH1503,45.2334883816119,104.37646281037439,12.084533310304582,104.17130119007624,12.440175968114781
2,KH0408,KH1504,61.2224965973061,104.37646281037439,12.084533310304582,103.82230369750025,12.179215400856831
2,KH0501,KH0503,19.78604043841592,104.53539603197665,11.185106608948937,104.65611483028987,11.318501206036117
2,KH0501,KH0506,35.58101218519949,104.53539603197665,11.185106608948937,104.23589230178182,11.311810952459549
2,KH0501,KH0507,31.6378222319026,104.53539603197665,11.185106608948937,104.49434777006849,11.468235257993173
2,KH0501,KH0704,24.93769083325143,104.53539603197665,11.185106608948937,104.43291821543465,10.983661122894969
2,KH0501,KH2107,26.410471614823017,104.53539603197665,11.185106608948937,104.77068316121361,11.130107061866912
2,KH0501,KH2109,20.486327663968275,104.53539603197665,11.185106608948937,104.60438383373157,11.012892819541912
2,KH0502,KH0507,1.404925277049351,104.5065334517907,11.472338424288113,104.49434777006849,11.468235257993173
2,KH0503,KH0507,24.20844511616808,104.65611483028987,11.318501206036117,104.49434777006849,11.468235257993173
2,KH0503,KH0801,21.148914335826092,104.65611483028987,11.318501206036117,104.83338886308297,11.395660136575223
2,KH0503,KH2102,18.33570810030802,104.65611483028987,11.318501206036117,104.8183997486011,11.275829302015046
2,KH0503,KH2107,24.306726231623017,104.65611483028987,11.318501206036117,104.77068316121361,11.130107061866912
2,KH0504,KH0506,51.17530738236839,104.05717145491363,11.739550402143553,104.23589230178182,11.311810952459549
2,KH0504,KH0507,56.33782631566058,104.05717145491363,11.739550402143553,104.49434777006849,11.468235257993173
2,KH0504,KH0508,34.82390237362206,104.05717145491363,11.739550402143553,104.37591327465977,11.718520211259646
2,KH0504,KH0906,57.81257323145748,104.05717145491363,11.739550402143553,103.76463285880034,11.303762620447888
2,KH0504,KH0907,61.60341707900502,104.05717145491363,11.739550402143553,103.49218788003166,11.753118989690638
2,KH0504,KH1504,54.95390470776762,104.05717145491363,11.739550402143553,103.82230369750025,12.179215400856831
2,KH0505,KH0507,25.669357809046613,104.6114267416549,11.669534158848016,104.49434777006849,11.468235257993173
2,KH0505,KH0508,26.242172940807762,104.6114267416549,11.669534158848016,104.37591327465977,11.718520211259646
2,KH0505,KH0808,16.897829549664102,104.6114267416549,11.669534158848016,104.70995601598327,11.551640351259977
2,KH0505,KH0809,23.198136375990135,104.6114267416549,11.669534158848016,104.79927706360134,11.768061527759734
2,KH0506,KH0507,33.09236311255937,104.23589230178182,11.311810952459549,104.49434777006849,11.468235257993173
2,KH0506,KH0703,40.85389841923195,104.23589230178182,11.311810952459549,104.26375991184374,10.943505761419171
2,KH0506,KH0704,42.199131094498924,104.23589230178182,11.311810952459549,104.43291821543465,10.983661122894969
2,KH0506,KH0906,51.456319707729136,104.23589230178182,11.311810952459549,103.76463285880034,11.303762620447888
2,KH0506,KH1804,36.72674787565863,104.23589230178182,11.311810952459549,103.94601816649957,11.143455637301921
2,KH0507,KH0508,30.55120170558641,104.49434777006849,11.468235257993173,104.37591327465977,11.718520211259646
2,KH0507,KH0801,37.85895659787926,104.49434777006849,11.468235257993173,104.83338886308297,11.395660136575223
2,KH0507,KH0808,25.266578485097067,104.49434777006849,11.468235257993173,104.70995601598327,11.551640351259977
2,KH0601,KH0607,36.65271797315113,105.10344278692008,12.388495783598787,105.33669038270415,12.62776996573292
2,KH0602,KH0603,19.092185845139902,104.74345222371777,12.751639679164738,104.85533154709222,12.618533575262886
2,KH0602,KH0604,37.77625415767459,104.74345222371777,12.751639679164738,104.83481757520948,13.081133690053049
2,KH0602,KH0605,44.913465373083106,104.74345222371777,12.751639679164738,105.1403704002804,12.866076246924282
2,KH0602,KH0607,65.8773033193469,104.74345222371777,12.751639679164738,105.33669038270415,12.62776996573292
2,KH0602,KH0608,32.4519451269405,104.74345222371777,12.751639679164738,104.51062503876348,12.935639945524972
2,KH0603,KH0607,52.307736209689544,104.85533154709222,12.618533575262886,105.33669038270415,12.62776996573292
2,KH0604,KH0605,40.80516248020714,104.83481757520948,13.081133690053049,105.1403704002804,12.866076246924282
2,KH0604,KH0606,62.381514977514875,104.83481757520948,13.081133690053049,105.40994032627296,13.07175544222012
2,KH0604,KH0608,38.67717912468198,104.83481757520948,13.081133690053049,104.51062503876348,12.935639945524972
2,KH0604,KH1305,41.273866762305474,104.83481757520948,13.081133690053049,105.09521693509649,13.353340583413585
2,KH0604,KH1306,45.46944479180642,104.83481757520948,13.081133690053049,104.77973751777242,13.488571356565567
2,KH0605,KH0606,37.05666093904346,105.1403704002804,12.866076246924282,105.40994032627296,13.07175544222012
2,KH0605,KH0607,33.904774742313165,105.1403704002804,12.866076246924282,105.33669038270415,12.62776996573292
2,KH0606,KH0607,49.75718189411516,105.40994032627296,13.07175544222012,105.33669038270415,12.62776996573292
2,KH0606,KH1004,74.24634065401808,105.40994032627296,13.07175544222012,106.08873523298742,12.985490175703681
2,KH0606,KH1305,46.19733973700809,105.40994032627296,13.07175544222012,105.09521693509649,13.353340583413585
2,KH0606,KH1902,50.98639178492201,105.40994032627296,13.07175544222012,105.81427731021596,13.30719742769097
2,KH0606,KH1905,78.23500186892255,105.40994032627296,13.07175544222012,105.78717952722893,13.674787104068649
2,KH0607,KH1003,60.84260025719323,105.33669038270415,12.62776996573292,105.87448140006761,12.474902429417721
2,KH0607,KH1004,90.73311897211084,105.33669038270415,12.62776996573292,106.08873523298742,12.985490175703681
2,KH0608,KH1306,67.77080302477417,104.51062503876348,12.935639945524972,104.77973751777242,13.488571356565567
2,KH0608,KH1704,34.13959375514506,104.51062503876348,12.935639945524972,104.36755646174343,13.210516176557508
2,KH0701,KH0702,18.69801859058058,104.63068153510665,10.806467630132166,104.60199530524459,10.63982468209671
2,KH0701,KH0703,42.88506244687766,104.63068153510665,10.806467630132166,104.26375991184374,10.943505761419171
2,KH0701,KH2104,25.8323190709763,104.63068153510665,10.806467630132166,104.79620364510085,10.639896768296037
2,KH0701,KH2109,23.013799472113817,104.63068153510665,10.806467630132166,104.60438383373157,11.012892819541912
2,KH0701,KH2110,20.538691372144783,104.63068153510665,10.806467630132166,104.80123577492441,10.884262430805745
2,KH0702,KH0703,49.96667028023662,104.60199530524459,10.63982468209671,104.26375991184374,10.943505761419171
2,KH0702,KH0705,21.047093285796468,104.60199530524459,10.63982468209671,104.42223806738099,10.707603857943592
2,KH0702,KH0706,18.285683753114885,104.60199530524459,10.63982468209671,104.47584632147084,10.53142119166609
2,KH0702,KH2104,21.249904026684952,104.60199530524459,10.63982468209671,104.79620364510085,10.639896768296037
2,KH0703,KH0704,19.015214870321735,104.26375991184374,10.943505761419171,104.43291821543465,10.983661122894969
2,KH0703,KH0705,31.32433936344565,104.26375991184374,10.943505761419171,104.42223806738099,10.707603857943592
2,KH0703,KH0707,28.01687195571998,104.26375991184374,10.943505761419171,104.10727840063767,10.742941970212108
2,KH0703,KH1804,41.16633784682369,104.26375991184374,10.943505761419171,103.94601816649957,11.143455637301921
2,KH0703,KH2109,38.01162906363845,104.26375991184374,10.943505761419171,104.60438383373157,11.012892819541912
2,KH0704,KH2109,19.0160882162497,104.43291821543465,10.983661122894969,104.60438383373157,11.012892819541912
2,KH0705,KH0706,20.35165815206439,104.42223806738099,10.707603857943592,104.47584632147084,10.53142119166609
2,KH0705,KH0707,34.673682796846926,104.42223806738099,10.707603857943592,104.10727840063767,10.742941970212108
2,KH0706,KH0707,46.62383110407673,104.47584632147084,10.53142119166609,104.10727840063767,10.742941970212108
2,KH0706,KH2301,10.70732954736355,104.47584632147084,10.53142119166609,104.38008738687729,10.511656829007869
2,KH0707,KH0708,17.558701565333948,104.10727840063767,10.742941970212108,104.16886397522929,10.596353887287101
2,KH0707,KH1802,35.80777122376565,104.10727840063767,10.742941970212108,103.78467733915235,10.68807189349153
2,KH0707,KH1804,47.68048356370067,104.10727840063767,10.742941970212108,103.94601816649957,11.143455637301921
2,KH0707,KH2301,39.314043059111945,104.10727840063767,10.742941970212108,104.38008738687729,10.511656829007869
2,KH0707,KH2302,32.410539571357546,104.10727840063767,10.742941970212108,104.31124358134332,10.530465986593365
2,KH0801,KH0808,21.888069017026872,104.83338886308297,11.395660136575223,104.70995601598327,11.551640351259977
2,KH0801,KH0810,23.635472085354632,104.83338886308297,11.395660136575223,105.03635427721991,11.321211800221967
2,KH0801,KH0811,13.636779719826697,104.83338886308297,11.395660136575223,104.94251030107965,11.455732549218197
2,KH0801,KH1205,8.653490864922917,104.83338886308297,11.395660136575223,104.8609164951637,11.469024062976695
2,KH0801,KH1209,16.086396621350822,104.83338886308297,11.395660136575223,104.79337938068777,11.53562548172677
2,KH0801,KH2102,13.35595706018901,104.83338886308297,11.395660136575223,104.8183997486011,11.275829302015046
2,KH0802,KH0805,29.12502104157849,105.1438120512018,11.419697598189668,105.1974605316868,11.161780591315178
2,KH0802,KH0806,11.899847690176012,105.1438120512018,11.419697598189668,105.1209887417172,11.52489154951509
2,KH0802,KH0810,16.007855468806422,105.1438120512018,11.419697598189668,105.03635427721991,11.321211800221967
2,KH0802,KH1212,19.763410149507504,105.1438120512018,11.419697598189668,104.98642613137913,11.508126820358962
2,KH0802,KH1407,20.154939858078507,105.1438120512018,11.419697598189668,105.31584856829753,11.353473461511502
